Name,Make,Model,State,Last Annual Mileage
Jordan Espinoza,AMC,Javelin,NY,18920
Jordan Espinoza,Ford,Pantera,NY,17349
Ashley Brooks,Fiat,128,NJ,10768
Christine Keith,Hornet,Sportabout,CT,14361
Heather Lawrence,Ferrari,,NY,8783
Heather Lawrence,Chrysler,Imperial,NY,11548
Jessica Vasquez,Mazda,RX4,MA,10634
Tammie Jones,Chrysler,Imperial,NJ,16583
John Cummings,Lincoln,Continental,VT,10825
Robin Shaw,Lotus,Europa,ME,9897
James Padilla,Toyota,Corolla,NY,13646
Donald Miller,Duster,360,CT,19793
Angela Bell,Dodge,Challenger,RI,9628
James Moore,Volvo,142E,MA,14489
James Ramirez,Cadillac,Fleetwood,NY,14017
Andrew Phillips,Mazda,RX4b,NY,15892
Natasha Miller,Duster,360,MA,14410
Ryan Wilson,Mazda,RX4,NY,17354
Ryan Wilson,Camaro,Z28,NY,11486
Jay Scott,Lincoln,Continental,PA,9171
Elizabeth Wood,Merc,240D,PA,11320
Kimberly Gordon,Fiat,X1-9,MA,9783
Stephanie Greene,AMC,Javelin,VT,10691
Bryan Lynn,Mazda,RX4,PA,11241
Rachel Chavez,Honda,Civic,CT,17469
Elaine Edwards,Pontiac,Firebird,NH,12464
Thomas Howell,Chrysler,Imperial,MA,16086
Tony Gutierrez,Hornet,Sportabout,NJ,17152
Andrew Russell,Porsche,914-2,NY,14479
Cheryl Powell,Volvo,142E,NY,16620
Michael Marsh,Lotus,Europa,MA,19892
Anthony Becker,Volvo,142E,PA,13836
Anthony Becker,AMC,Javelin,PA,10210
Anthony Becker,Cadillac,Fleetwood,PA,10312
Donna Pitts,Pontiac,Firebird,MA,15928
Thomas Turner,Lincoln,Continental,NY,8270
Mary Prince,Lincoln,,MA,10180
Melissa White,Maserati,,NJ,14813
Kathleen Key,Ford,Pantera,VT,11762
Brent Dougherty,Porsche,914-2,MA,18136
Julie Chavez,Ferrari,Dino,MA,14711
Katie White,Lotus,,NY,10357
Katie White,Lotus,Europa,NY,15102
Amy Ibarra,Datsun,710,MA,14020
Daniel Lewis,Honda,Civic,ME,10744
Anthony Gutierrez,Ferrari,Dino,MA,10541
Maria Arnold,Lotus,Europa,MA,19593
Garrett Smith,Toyota,Corona,NJ,16848
Daniel Johnson,Lotus,Europa,CT,17718
Walter Turner,Cadillac,Fleetwood,NY,13576
Dave Miller,Datsun,710,NY,17128
Kevin Smith,Mazda,RX4,NY,15679
Spencer Wheeler,Lotus,Europa,VT,9565
Amy Stewart,Hornet,Sportabout,NY,8746
Anthony Meza,Lincoln,Continental,NJ,11172
Steven Anderson,Chrysler,Imperial,NY,11056
Sarah Marquez,Porsche,914-2,MA,18209
Sarah Marquez,Maserati,Bora,MA,19231
Susan Gentry,Merc,450SE,NY,11960
Lindsay Gonzalez,Lincoln,Continental,NJ,16040
Jennifer Ross,Lincoln,Continental,MA,11558
Adam Acosta,Honda,Civic,PA,18992
John Molina,Volvo,142E,VT,19994
Darlene Lynch,Datsun,710,PA,12699
Melissa Ortiz,AMC,Javelin,CT,9120
Brandi Sullivan,Fiat,X1-9,ME,8103
Catherine Franklin,Hornet,4,MA,11887
Rachel Ingram,Ford,Pantera,NJ,11351
Paige Davis,Hornet,Sportabout,CT,9298
Jonathan Murray,Maserati,Bora,NJ,17198
Alejandro Leach,Toyota,Corolla,NJ,14199
Jeffrey Ballard,Datsun,710,NJ,18109
Becky Williams,Camaro,Z28,RI,18828
Kimberly Ward,Toyota,Corona,NY,12090
Patrick Garcia,Duster,360,NY,11925
Michael Marshall,Datsun,710,NY,15432
Jessica Collins,Lincoln,Continental,NY,14350
Heather Jennings,Volvo,142E,NJ,11474
Heather Jennings,AMC,Javelin,NJ,17946
Tiffany Wright,Chrysler,Imperial,NY,17553
Tiffany Wright,Cadillac,Fleetwood,NY,8512
Patricia Koch,Toyota,Corona,ME,13935
Mitchell Walker,Volvo,142E,ME,17828
Suzanne Robles,Dodge,Challenger,NY,16570
Suzanne Robles,Porsche,914-2,NY,15346
Phyllis Garcia,Cadillac,Fleetwood,MA,8005
Phyllis Garcia,AMC,Javelin,MA,19657
Phyllis Garcia,Fiat,128,MA,17997
Paul Craig,Dodge,Challenger,MA,18981
James Monroe,Datsun,710,MA,19201
David Villanueva,Camaro,Z28,NJ,10283
Sarah Torres,Pontiac,Firebird,NY,11251
Robert Walter,Chrysler,Imperial,NJ,10557
Joseph Shannon,Lotus,Europa,VT,16357
Joel Rios,Duster,360,NY,17580
Karla Stevens,Honda,Civic,ME,16337
Karla Stevens,Merc,240D,ME,10382
Karla Stevens,Ford,Pantera,ME,11631
Benjamin White,Ferrari,Dino,MA,18668
Benjamin White,Pontiac,Firebird,MA,14814
Alexander Allen,Hornet,Sportabout,PA,14170
Randy Hudson,Porsche,914-2,NJ,13931
Timothy Franco,Merc,450SL,NY,14239
Kevin Freeman,Cadillac,Fleetwood,MA,12702
Kevin Freeman,Honda,Civic,MA,15247
Trevor Allen,Honda,,NY,18300
Trevor Allen,Toyota,Corolla,NY,8485
Timothy Sellers,Honda,Civic,NJ,9830
Christine Lopez,Honda,Civic,NH,12016
Maria Perry,Maserati,Bora,NY,17494
Stephanie Ward,Chrysler,Imperial,NY,8601
Gwendolyn May,Maserati,Bora,NY,8569
Isaac Fry,Datsun,710,NH,17620
Alicia Sutton,Lotus,Europa,NY,9733
Marvin Patton,Ferrari,Dino,MA,16396
Margaret Nunez,Dodge,Challenger,NY,17006
Steven Allen,Honda,Civic,NJ,16216
Alexander Hill,Maserati,Bora,NJ,12645
Lisa Richards,Chrysler,Imperial,NY,19751
Lisa Richards,Toyota,Corolla,NY,11367
Joseph Gutierrez,Toyota,Corona,RI,13475
Madison Mitchell,Honda,Civic,MA,14359
Julie Nixon,Chrysler,Imperial,NY,11266
Joshua Rivera,Volvo,142E,PA,13884
Joseph Collins,Chrysler,Imperial,CT,15223
Joseph Collins,Lotus,Europa,CT,11591
Julie Townsend,Camaro,Z28,NY,15930
Lisa Lane,Mazda,RX4b,NY,18026
Lisa Lane,Porsche,914-2,NY,16727
Lisa Lane,Lotus,Europa,NY,16971
Sherri Hoover,Ford,Pantera,MA,13573
Peter Morrow,Fiat,X1-9,NY,15528
Whitney Rodriguez,Hornet,4,NH,16689
Nicholas Herrera,Lincoln,Continental,NY,12847
Paula Rogers,Porsche,914-2,MA,8363
Jacqueline Curry,Honda,Civic,MA,9719
Gregory Carlson,Ford,Pantera,MA,19479
Jennifer Mills,Mazda,RX4b,MA,17595
Tracy Ford,Pontiac,Firebird,NJ,15431
Jerry Clark,Hornet,4,ME,8388
William Baker,Datsun,710,CT,13025
Jenna Ward,Duster,360,MA,9794
Renee Mercado,Camaro,Z28,NY,13855
Robin Murphy,Ford,Pantera,NJ,8039
Robin Murphy,Camaro,Z28,NJ,12929
Ernest Brown,Lincoln,Continental,NY,16760
Eric Smith,Datsun,710,PA,13709
Jennifer Rivera,Merc,280C,PA,8325
Katherine Holt,Toyota,Corolla,RI,14902
Angel Smith,AMC,Javelin,ME,15216
William Bryant,Hornet,Sportabout,VT,18385
Elizabeth Freeman,Lincoln,Continental,NY,16794
Susan Jackson,Dodge,Challenger,NJ,12252
Dawn Vaughn,Toyota,Corona,NY,10300
Linda Travis,Honda,Civic,NY,18019
Nicholas Carter,Maserati,Bora,MA,18425
Luis Roberts,Porsche,914-2,VT,10670
Judy Hall,Mazda,RX4b,NJ,18089
Yolanda Joyce,Dodge,Challenger,PA,10908
Yolanda Joyce,Toyota,Corolla,PA,16746
Keith Miller,Ferrari,Dino,NY,10383
Cynthia Scott,Maserati,Bora,NY,16334
Jacob Acosta,Hornet,4,NY,19995
Timothy Wilson,Porsche,914-2,VT,13457
Timothy Wilson,Merc,450SE,VT,17321
Mark Collins,Fiat,X1-9,ME,16010
Mark Collins,Mazda,RX4b,ME,14145
Brittany Harper,Volvo,142E,MA,8769
Emma Walker,Mazda,RX4,NY,15877
Nicole Hall,Datsun,710,CT,11439
Nicole Hall,Duster,360,CT,19827
David Johnston,Dodge,Challenger,NJ,19190
Janice Walton,Camaro,Z28,MA,15042
Terri Hunt,Ford,Pantera,CT,8227
Terri Hunt,Honda,Civic,CT,16459
Jody Reed,Honda,Civic,PA,18765
Susan Yoder,Toyota,Corona,PA,16660
Susan Yoder,Dodge,Challenger,PA,16498
James Ibarra,Pontiac,Firebird,CT,10128
Randall Thomas,Toyota,Corona,NJ,15622
Nicole Ross,Chrysler,Imperial,ME,18346
Jeffrey Owens,Cadillac,Fleetwood,MA,10056
Chloe Hunt,Honda,Civic,NY,15840
Chloe Hunt,Honda,Civic,NY,13641
Brian Smith,Duster,,NH,18554
Crystal Lee,Porsche,914-2,NJ,15501
Crystal Lee,Ferrari,Dino,NJ,11809
Theresa Sharp,Mazda,RX4b,VT,14606
Theresa Sharp,Volvo,142E,VT,10704
Teresa Dunn,Hornet,4,ME,9004
Kevin Jones,Dodge,Challenger,NJ,19048
Jessica Avila,Chrysler,Imperial,NJ,17922
Jessica Avila,Toyota,Corona,NJ,16392
Maria Brooks,Merc,240D,NY,16775
Glen Mcintyre,Hornet,4,NJ,14467
Christopher Williamson,Porsche,914-2,RI,19406
Emily Hardy,Toyota,Corolla,CT,13009
Emily Hardy,Porsche,914-2,CT,12306
Renee Hall,Datsun,710,NY,15194
Mark Parks,Ford,Pantera,NY,18153
Donna Strong,Datsun,710,NY,11746
Jordan Brown,Porsche,914-2,NH,10719
Roger Hamilton,Maserati,Bora,NY,13568
Joshua Woodard,Toyota,Corolla,NY,18804
Scott Dixon,Chrysler,Imperial,MA,13426
Joshua Yu,Cadillac,Fleetwood,NY,16324
Michael Jones,Honda,Civic,RI,10213
Michael Jones,Cadillac,Fleetwood,RI,16601
Antonio Cox,Merc,450SE,NJ,9702
Patty Rose,Pontiac,Firebird,CT,16196
Mark Mcdonald,Toyota,Corolla,NJ,11517
Michelle Tucker,Ford,Pantera,NY,15984
Michelle Tucker,Duster,360,NY,16811
Timothy May,Toyota,Corona,NY,19719
James Joyce,Maserati,Bora,CT,10064
Erin Hudson,Hornet,4,NY,13909
Diane Juarez,Lincoln,Continental,CT,9591
Robert Bauer,Hornet,Sportabout,NJ,15895
Jacqueline Andrews,Merc,280,MA,8777
April Baker,Chrysler,Imperial,PA,11387
James Woodward,Volvo,142E,NY,12239
Tiffany Curry,Chrysler,Imperial,NJ,10434
Clifford Ortega,Dodge,Challenger,RI,13267
Clifford Ortega,Volvo,142E,RI,16347
Angela Phillips,Mazda,RX4b,CT,10385
Shane Cordova,Toyota,Corona,MA,9593
Shane Cordova,Honda,Civic,MA,18348
Shane Cordova,Pontiac,Firebird,MA,16969
Samantha Powell,Pontiac,Firebird,NY,11391
Samantha Powell,Honda,Civic,NY,19781
Michael Wagner,Merc,240D,NY,11733
Kathleen Foster,Chrysler,Imperial,VT,18679
Zachary Hall,Merc,280C,NY,19097
Henry Flynn,Volvo,142E,NY,18811
Chris Owen,Ferrari,Dino,RI,9990
Elizabeth Adams,Lotus,Europa,NJ,18592
Michael Burns,Pontiac,Firebird,CT,10143
James Cox,Volvo,142E,NY,11287
Amanda Novak,Honda,Civic,MA,16703
Angela Jones,Ferrari,Dino,NY,11735
Robert Williams,Datsun,710,PA,9965
John Krueger,Cadillac,Fleetwood,RI,14075
Alexis Ruiz,AMC,Javelin,RI,16278
John Bean,Ford,Pantera,NY,14937
John Bean,Camaro,Z28,NY,17562
John Bean,Chrysler,Imperial,NY,16900
Dennis Chavez,Honda,Civic,NJ,12741
Ryan Davis,Lincoln,Continental,PA,16532
Joshua Cummings,Dodge,Challenger,NJ,17555
Sergio Wilson,Volvo,142E,MA,16475
George Carr,Mazda,RX4b,MA,19148
George Carr,Maserati,Bora,MA,15012
Douglas Hall,Volvo,142E,PA,12839
Douglas Hall,Toyota,Corona,PA,15131
Victoria Briggs,Cadillac,Fleetwood,CT,15768
Olivia Thompson,Honda,Civic,NY,10719
Katherine Butler,Volvo,142E,MA,13057
Melissa Cooper,Camaro,Z28,NJ,15562
Laura Parker,Lincoln,Continental,PA,14269
Shawn Tyler,Honda,Civic,NY,18828
Travis Cobb,Ferrari,Dino,NY,18009
Travis Cobb,Cadillac,Fleetwood,NY,14630
Marilyn Cole,Mazda,RX4b,NY,15117
Marilyn Cole,Cadillac,Fleetwood,NY,18580
Jennifer Farrell,Mazda,RX4,NJ,13497
Veronica Mendoza,Merc,240D,NY,13717
David Walker,Lincoln,Continental,MA,16701
Mary Hunter,Ferrari,Dino,NH,12599
Mary Hunter,Duster,360,NH,8593
Cathy Woods,Cadillac,Fleetwood,MA,19275
Ashlee Ramsey,Volvo,142E,NJ,9008
Crystal Hayes,Honda,Civic,MA,13401
Gary Medina,Chrysler,Imperial,NH,8177
Dustin Wagner,Ferrari,Dino,VT,12610
Dustin Wagner,Camaro,Z28,VT,19489
Lisa Tyler,Hornet,4,NH,10187
Barbara Peters,Cadillac,Fleetwood,MA,18379
Brandon Austin,Honda,Civic,NJ,15344
Danielle Pugh,Lincoln,Continental,CT,8702
Michelle Flores,Pontiac,Firebird,RI,8148
Timothy Smith,Lincoln,Continental,CT,15636
Jeff Spears,Porsche,914-2,ME,18249
James Burton,Maserati,Bora,PA,19823
Steven Moore,Ferrari,Dino,NY,15449
Tiffany Reyes,Toyota,Corolla,PA,16062
Kyle Jones,Lotus,Europa,NY,11205
Theresa Jones,Pontiac,Firebird,VT,16859
Reginald Brown,Dodge,Challenger,NY,19242
William Williams,Maserati,Bora,NY,12604
Ronald Gregory,Merc,450SL,NY,13490
Ronald Gregory,Ford,Pantera,NY,11218
Sandra Brandt,Toyota,Corona,MA,16591
Jason Cole,Chrysler,Imperial,ME,8950
Jason Cole,Chrysler,Imperial,ME,17166
Thomas Day,Ford,Pantera,PA,10733
Samantha Singh,Chrysler,Imperial,NY,18676
Stephanie Osborne,Hornet,4,RI,15500
Barbara Green,Pontiac,Firebird,MA,9849
Jesse Cross,Pontiac,Firebird,NJ,12834
Brad Conway,Honda,Civic,MA,11280
Carol Blackburn,Maserati,Bora,NY,15368
Melanie Harris,Porsche,914-2,NY,9893
John Pace,Toyota,Corona,ME,11305
Ian Brown,Camaro,Z28,CT,12319
Anna Carter,Mazda,RX4,NY,16671
David Barber,Volvo,142E,CT,8565
Barry Alvarez,Duster,360,RI,13229
Brittany Rowland,Lincoln,Continental,CT,11383
Glenn Richardson,Fiat,X1-9,NY,10838
William Peters,Porsche,914-2,CT,15970
William Peters,Chrysler,Imperial,CT,9594
Bryan Barnes,Datsun,710,ME,8723
Heather Gray,Volvo,142E,NY,12290
Kevin Thompson,Lotus,Europa,NJ,17927
Kelli Smith,Pontiac,Firebird,NJ,12979
Kelli Smith,AMC,Javelin,NJ,10475
George Martinez,Lotus,Europa,CT,11343
George Martinez,AMC,Javelin,CT,19203
Kristi Lee,Cadillac,Fleetwood,MA,15502
Victoria Clark,Chrysler,Imperial,NY,16165
Stephanie Abbott,Toyota,Corona,RI,17926
Benjamin Shea,Lincoln,Continental,NY,11618
Frances Jensen,Toyota,Corolla,NY,11769
Walter Moon,Pontiac,Firebird,MA,8181
Maurice Rodgers,Porsche,914-2,RI,12870
Kara Gallagher,Merc,450SLC,NJ,18712
Leroy Gross,AMC,Javelin,MA,8962
Amy West,Datsun,710,NY,10903
William Ayers,AMC,Javelin,ME,15171
Eric Perez,Porsche,914-2,PA,10114
Thomas Thompson,Pontiac,Firebird,NY,14924
Joshua Carr,Chrysler,Imperial,NY,18460
Jeremy Thompson,Lincoln,Continental,CT,13106
Vanessa Daniel,Maserati,Bora,PA,13283
Suzanne Young,Toyota,Corona,VT,17811
Dorothy Craig,Lincoln,Continental,NH,11694
Raymond Harris,Mazda,RX4b,VT,14540
Raymond Harris,Cadillac,Fleetwood,VT,12816
Sheila Gutierrez,Camaro,Z28,CT,19348
David Moore,Fiat,X1-9,NY,17616
Tyler Andrade,Lincoln,Continental,NJ,8243
Tyler Andrade,Volvo,142E,NJ,10116
Rachael Kennedy,Cadillac,,RI,8175
Benjamin Donaldson,Lotus,Europa,CT,16526
Andrea Allen,Ford,Pantera,CT,13827
Mckenzie Rodriguez,Toyota,Corolla,NJ,15690
Michael Franco,Datsun,710,ME,18276
Jerry Fox,Duster,360,NH,10674
Courtney Boone,Lincoln,Continental,NY,9859
Joshua Carter,Duster,360,NY,18737
Joshua Carter,Chrysler,Imperial,NY,10369
Caroline Gomez,Mazda,RX4,MA,8815
Ethan Mccoy,Chrysler,Imperial,MA,18065
Stuart Brewer,Fiat,128,NY,9358
Audrey Russell,Ferrari,Dino,NY,11619
Larry Kramer,Volvo,142E,NY,14924
Brittany Romero,Porsche,914-2,NY,18700
Bridget Ferguson,Chrysler,Imperial,RI,17804
Joshua Brown,Pontiac,Firebird,VT,10079
Megan Evans,Camaro,Z28,NJ,19403
Lee Harris,AMC,Javelin,ME,12554
Jessica Bender,Cadillac,Fleetwood,MA,16494
Nancy King,Chrysler,Imperial,NJ,16636
Drew Freeman,Duster,,MA,15992
Drew Freeman,Chrysler,,MA,16962
Jennifer Short,Hornet,Sportabout,MA,17842
Wayne Ray,Mazda,RX4,NJ,18981
Luke Ford,Porsche,914-2,MA,8451
Heidi Robbins,Hornet,4,NJ,8286
Heidi Robbins,Dodge,Challenger,NJ,16403
Diana Lucero,Datsun,710,NJ,14731
Hailey Henry,Toyota,Corona,MA,19017
Allen Williams,Camaro,Z28,NY,11375
David Gonzalez,Porsche,914-2,NY,9060
David Gonzalez,Ferrari,Dino,NY,17489
Jay Carlson,Ford,Pantera,NJ,9509
Jack Stephens,Merc,240D,NY,10975
Morgan Weber,Hornet,Sportabout,NY,18566
Jamie Page,Mazda,RX4b,MA,15925
Daniel Clark,Camaro,Z28,NJ,15137
Kim Davis,Toyota,Corolla,NY,19293
David Davis,Ferrari,Dino,NJ,11308
Clayton Hunt,Dodge,Challenger,NJ,14121
Lindsey Robinson,Maserati,Bora,VT,12312
Jessica Robertson,Merc,280,MA,9727
Anita Flores,Camaro,Z28,MA,17902
Elizabeth Valencia,Fiat,128,PA,17846
Elizabeth Valencia,Fiat,128,PA,18356
John Brown,Maserati,Bora,NY,12379
John Brown,Dodge,Challenger,NY,17020
Diana Hall,Porsche,914-2,PA,10547
Eric Brewer,Camaro,Z28,MA,14407
Eric Brewer,Hornet,4,MA,16853
Alicia Harper,Lincoln,Continental,NY,11948
Pamela Lam,Lincoln,Continental,NY,19319
Pamela Lam,Merc,240D,NY,9034
Michael Chapman,Ferrari,Dino,NY,17493
Brandon Warren,Ford,Pantera,ME,13078
Matthew Hayes,Dodge,Challenger,NJ,11904
Matthew Hayes,Porsche,914-2,NJ,8327
Roy Armstrong,Mazda,RX4,MA,16713
Angela Roberts,Ferrari,Dino,ME,17360
Megan Chambers,Camaro,Z28,NY,16279
Richard Gould,Volvo,142E,NY,17869
Miguel Gardner,Volvo,142E,NJ,13965
Miguel Gardner,Porsche,914-2,NJ,9611
Brandon Lopez,Honda,Civic,CT,16972
Diane Lewis,Merc,450SL,NH,14981
Henry Lee,Ford,Pantera,RI,15556
Thomas Potts,Datsun,710,PA,14999
Crystal Hughes,Chrysler,Imperial,NJ,15781
Eddie Phillips,Honda,Civic,ME,11241
Eddie Phillips,Honda,,ME,10311
Ashley Cordova,Lotus,Europa,VT,16160
Shelly Allen,Ford,Pantera,ME,13211
Shelly Allen,Hornet,4,ME,16632
Ian Lee,Lotus,Europa,RI,10842
Christopher Medina,Hornet,4,ME,11572
Ashley Baker,AMC,Javelin,NJ,13171
Michael Williams,Ferrari,Dino,NY,18299
Jonathan Krueger,Volvo,142E,NY,19051
Christina Lopez,Porsche,914-2,NY,11297
Christina Lopez,Hornet,Sportabout,NY,16594
Brianna Gray,Hornet,Sportabout,CT,17442
Brianna Gray,Dodge,Challenger,CT,19443
Lisa White,Ferrari,Dino,MA,13659
Andrea Stevenson,Camaro,Z28,PA,11767
Ashley Dixon,Mazda,RX4b,NJ,17040
Kelli Davis,Camaro,Z28,NY,19275
Alex Lewis,Porsche,914-2,NJ,14414
Jesse Garcia,Chrysler,Imperial,MA,9225
Eric Webb,Datsun,710,NJ,9285
Maria Lopez,Dodge,Challenger,NY,11187
Jennifer Armstrong,Toyota,Corona,NY,15645
Sarah Chapman,Porsche,914-2,PA,18725
Timothy Crane,Ford,Pantera,PA,12578
Cathy Coleman,Merc,450SLC,CT,15986
Cathy Coleman,Ferrari,Dino,CT,15060
Corey Roach,Lotus,Europa,NY,14599
Norma Fernandez,Volvo,142E,PA,18371
Cathy Brown,Pontiac,Firebird,MA,9993
Alyssa Williams,Merc,280,MA,11359
Alyssa Williams,Honda,Civic,MA,16862
Brenda Banks,Hornet,Sportabout,ME,12171
Jose Ryan,Ferrari,Dino,NJ,19246
Daniel Archer,Mazda,RX4b,NY,12350
Daniel Archer,Toyota,Corolla,NY,16777
Jacqueline Ortega,Camaro,Z28,MA,12058
Nicholas Jackson,Maserati,Bora,MA,9726
Megan Short,Maserati,Bora,PA,14221
Maria Fields,Ford,Pantera,NJ,11964
Greg Brown,Dodge,Challenger,RI,12398
Matthew Huynh,Porsche,914-2,VT,12138
Kim Walker,Toyota,Corolla,NH,17684
Michele Jacobs,Datsun,710,NY,17284
Michele Jacobs,Volvo,,NY,13395
Erika Nguyen,Toyota,Corolla,NY,10572
Ronald Cannon,Duster,360,RI,12738
Ronald Cannon,Honda,Civic,RI,15387
Chelsea Thomas,Volvo,142E,NY,15390
Jessica Estes,Volvo,142E,RI,15512
Terri Rich,Porsche,914-2,NY,14126
Jesse Smith,Hornet,4,CT,16662
Jeffery Martinez,Lotus,Europa,MA,14083
Jeffrey Stephenson,Duster,360,NJ,9115
Gregory Martinez,Merc,280C,NY,8431
Elizabeth Jackson,Cadillac,Fleetwood,NJ,9617
Stephen Gordon,Pontiac,Firebird,ME,14108
Thomas Wilson,Fiat,X1-9,NJ,8091
Samuel Kim,Honda,Civic,NY,17759
Michael Schmidt,AMC,Javelin,NY,8093
Kathleen Snow,Lotus,Europa,PA,9349
Kathleen Snow,Chrysler,Imperial,PA,19906
Bradley Lee,Dodge,Challenger,NY,10519
Kristin Sandoval,Lotus,Europa,CT,13171
Janice Stephens,Volvo,142E,NY,19194
Janice Stephens,Porsche,914-2,NY,9233
Douglas Wyatt,Toyota,Corolla,ME,9632
Douglas Wyatt,Fiat,X1-9,ME,11417
Craig Luna,Chrysler,Imperial,ME,9612
Maria Martin,Dodge,Challenger,NJ,17548
Erica Baldwin,Porsche,914-2,MA,11744
Erica Baldwin,Pontiac,Firebird,MA,18933
Katherine Casey,Merc,280C,CT,10221
Katherine Casey,Chrysler,Imperial,CT,14985
Katherine Casey,Toyota,Corona,CT,13223
Jamie Rodriguez,Volvo,142E,NY,17823
Lauren Moore,AMC,Javelin,CT,16579
Lauren Moore,Honda,Civic,CT,12875
Catherine Cummings,Volvo,142E,NY,11794
Megan Brooks,Duster,360,NY,13718
Danielle Schroeder,Camaro,Z28,MA,13290
Rachel Watkins,Porsche,914-2,PA,13170
Rachel Watkins,Hornet,Sportabout,PA,10411
Sara Gardner,Fiat,128,NY,11396
Carol Gallegos,Toyota,Corona,NJ,15672
Carol Gallegos,Pontiac,Firebird,NJ,16147
Lawrence Reyes,Lincoln,Continental,RI,9241
Donna Barrera,AMC,Javelin,NJ,13737
Connie Brown,Merc,450SLC,PA,12558
Anne Anderson,Hornet,Sportabout,PA,8109
David Baker,Camaro,Z28,CT,9827
Erica Gaines,Volvo,142E,PA,8489
Tina Edwards,Camaro,,MA,14117
Justin Lopez,Hornet,4,MA,8807
Lindsey Brown,Datsun,710,NJ,14702
Stephen Horne,Merc,280,ME,19960
Dana Miller,Camaro,Z28,PA,12224
Holly Sloan,Honda,Civic,NY,14061
Amber Baker,Toyota,Corolla,RI,15341
Amber Baker,Lotus,Europa,RI,8521
Mitchell Brewer,Lotus,Europa,MA,15828
Jane Murphy,Volvo,142E,PA,15455
Veronica Martinez,Duster,360,NJ,9141
Anthony Moore,Duster,360,NJ,9249
Anthony Moore,Datsun,710,NJ,19161
Rebecca Riley,Pontiac,Firebird,ME,10393
Anthony Anderson,Volvo,142E,CT,16700
Stephanie Lopez,Porsche,914-2,NY,11653
Heather Johnson,Datsun,710,NH,11312
Carol Ray,Merc,280C,MA,13074
Jacqueline Turner,Datsun,710,PA,12980
Tina Lee,Pontiac,Firebird,CT,19213
Jeffrey Walsh,Cadillac,Fleetwood,CT,13451
Jessica Jordan,Lincoln,Continental,PA,11836
Michael Hurst,Honda,Civic,NY,16049
Michael Hurst,AMC,Javelin,NY,16857
Ricky Stevenson,Volvo,142E,NJ,8303
Ricky Stevenson,Lincoln,Continental,NJ,12245
Morgan Baker,Mazda,RX4,NJ,8093
Morgan Baker,Datsun,710,NJ,13027
Melinda Phillips,Hornet,,NH,13142
Bryan Webb,Pontiac,Firebird,RI,13698
Robert Sanders,Porsche,914-2,CT,10794
Marcus Brown,AMC,Javelin,CT,16832
Cynthia Cox,Camaro,Z28,NJ,14468
Debbie Kelly,Dodge,Challenger,NY,13331
George Sutton,Ferrari,Dino,ME,12219
Aaron Smith,Lincoln,Continental,NJ,8473
Kimberly Palmer,Pontiac,Firebird,MA,14761
Carl Taylor,Dodge,Challenger,MA,11300
Stacy Washington,Camaro,Z28,NJ,15901
Lisa Rivera,Datsun,710,CT,11847
Briana Garcia,Ford,Pantera,RI,8585
Ana Vargas,Datsun,710,MA,10292
David Freeman,Merc,450SL,NJ,17064
Stephanie Stewart,Fiat,128,CT,19918
Stephanie Stewart,Cadillac,Fleetwood,CT,18823
Brenda Smith,Merc,240D,MA,15184
Daniel Garcia,Hornet,4,NY,16639
Tyler Hendricks,Dodge,Challenger,VT,16955
Rebecca Roman,Fiat,,ME,8574
Christopher Figueroa,Ford,Pantera,ME,9373
Brian Wilkinson,Merc,230,VT,13984
Ronald Cox,Camaro,Z28,CT,14278
Kylie Stafford,Pontiac,Firebird,RI,17616
Miguel White,Lincoln,Continental,PA,10319
Joseph Simpson,Honda,Civic,VT,12658
Hannah Smith,Lincoln,Continental,RI,13364
Timothy Stevenson,Volvo,142E,RI,12553
James Hill,Maserati,Bora,NJ,10445
Eric Joseph,Lincoln,Continental,NY,19105
Sylvia Garza,Cadillac,Fleetwood,MA,12700
Sylvia Garza,Duster,360,MA,13503
William Mcgee,Hornet,4,RI,15314
Jack Sanchez,Merc,280C,NY,14656
Jack Sanchez,Ferrari,Dino,NY,12851
Courtney Jordan,Ford,Pantera,PA,17447
Ashley Vargas,Chrysler,Imperial,PA,17813
Ashley Vargas,Chrysler,Imperial,PA,14520
Crystal Little,Datsun,710,NY,18616
Anna Anthony,Chrysler,Imperial,NY,19385
Lisa Warren,Porsche,914-2,NY,9498
Kristen Hester,AMC,Javelin,NY,11719
Kristen Hester,Maserati,Bora,NY,15798
Sandra Steele,Ford,Pantera,NY,17945
Kevin Young,Pontiac,Firebird,NY,15996
Carrie Thomas,Dodge,Challenger,MA,12776
Carl Aguilar,Volvo,142E,NJ,12693
Carl Aguilar,Ferrari,Dino,NJ,17765
Victoria Wilkinson,Ferrari,Dino,PA,13682
Victoria Wilkinson,Chrysler,Imperial,PA,11259
Joseph Cox,Fiat,X1-9,NH,18904
Tammie Gardner,Porsche,914-2,CT,8934
Jennifer Cook,Ferrari,Dino,NY,11336
Jennifer Cook,Dodge,Challenger,NY,18302
Francisco Goodwin,Ford,Pantera,MA,13983
Francisco Goodwin,Pontiac,Firebird,MA,10217
Carlos Leblanc,Merc,450SE,NJ,14026
Carlos Leblanc,Ford,Pantera,NJ,13648
Robert Evans,Hornet,Sportabout,NY,16887
Ruth Phillips,AMC,Javelin,NY,8887
Ruth Phillips,Pontiac,Firebird,NY,18362
Diana Stone,Hornet,4,NY,8340
